"State_Name","Year","month","Assembly_No","DelimID","Constituency_No","Poll_No","Position","Candidate","Sex","Party","Votes","Age","Candidate_Type","Valid_Votes","Electors","Constituency_Name","Constituency_Type","District_Name","Sub_Region","N_Cand","Turnout_Percentage","Vote_Share_Percentage","Deposit_Lost","Margin","Margin_Percentage","ENOP","pid","Normalized_Party"
"Maharashtra",2014,10,12,4,35,0,22,"JADHAV SURESH RAMJI","M","IND",212,44,"GEN",183363,288706,"KARANJA","GEN","WASHIM","VIDARBHA",21,63.51,0.12,"yes",0,0,5.88,"AEMH84678","IND"
"Maharashtra",2014,10,12,4,36,0,1,"JAGTAP VIRENDRA WALMIK","M","INC",70879,51,"GEN",199077,290053,"DHAMAMGAON RAILWAY","GEN","AMRAVATI","VIDARBHA",19,68.63,35.6,"no",974,0.49,3.57,"AEMH84679","INC"
"Maharashtra",2014,10,12,4,36,0,2,"ADSAD ARUNBHAU JANARDANRAO","M","BJP",69905,68,"GEN",199077,290053,"DHAMAMGAON RAILWAY","GEN","AMRAVATI","VIDARBHA",19,68.63,35.11,"no",40676,20.43,3.57,"AEMH84680","BJP"
"Maharashtra",2014,10,12,4,36,0,3,"DHEPE ABHIJIT PRAVIN","M","BSP",29229,40,"GEN",199077,290053,"DHAMAMGAON RAILWAY","GEN","AMRAVATI","VIDARBHA",19,68.63,14.68,"yes",15068,7.57,3.57,"AEMH84681","BSP"
"Maharashtra",2014,10,12,4,36,0,4,"SIDDHESHWAR RAGHUNATHRAO CHAVAN","M","SHS",14161,44,"GEN",199077,290053,"DHAMAMGAON RAILWAY","GEN","AMRAVATI","VIDARBHA",19,68.63,7.11,"yes",11070,5.56,3.57,"AEMH84682","SHS"
"Maharashtra",2014,10,12,4,36,0,5,"DNYNESHWAR DHANE PATIL","M","MNS",3091,55,"GEN",199077,290053,"DHAMAMGAON RAILWAY","GEN","AMRAVATI","VIDARBHA",19,68.63,1.55,"yes",432,0.22,3.57,"AEMH84683","MNs"
"Maharashtra",2014,10,12,4,36,0,6,"SHARAD SHANKARRAO SURJUSE","M","CPI",2659,61,"GEN",199077,290053,"DHAMAMGAON RAILWAY","GEN","AMRAVATI","VIDARBHA",19,68.63,1.34,"yes",1385,0.7,3.57,"AEMH84684","CPI"
"Maharashtra",2014,10,12,4,36,0,7,"PRAMOD BHASKARRAO KHADSE","M","IND",1274,41,"SC",199077,290053,"DHAMAMGAON RAILWAY","GEN","AMRAVATI","VIDARBHA",19,68.63,0.64,"yes",162,0.08,3.57,"AEMH84685","IND"
"Maharashtra",2014,10,12,4,36,0,8,"PRASHANT PANDURANGJI SORGIOKAR","M","IND",1112,40,"SC",199077,290053,"DHAMAMGAON RAILWAY","GEN","AMRAVATI","VIDARBHA",19,68.63,0.56,"yes",44,0.02,3.57,"AEMH84686","IND"
"Maharashtra",2014,10,12,4,36,0,9,"PRAMOD TARHEKAR","M","NCP",1068,50,"GEN",199077,290053,"DHAMAMGAON RAILWAY","GEN","AMRAVATI","VIDARBHA",19,68.63,0.54,"yes",130,0.07,3.57,"AEMH84687","NCP"
"Maharashtra",2014,10,12,4,36,0,10,"ADV. MAHENDRA HARIBHAU GAJABE","M","IND",938,34,"GEN",199077,290053,"DHAMAMGAON RAILWAY","GEN","AMRAVATI","VIDARBHA",19,68.63,0.47,"yes",28,0.01,3.57,"AEMH84688","IND"
"Maharashtra",2014,10,12,4,36,0,11,"PRAKASH SHANKARRAO CHAWARE","M","IND",910,46,"SC",199077,290053,"DHAMAMGAON RAILWAY","GEN","AMRAVATI","VIDARBHA",19,68.63,0.46,"yes",275,0.14,3.57,"AEMH84689","IND"
"Maharashtra",2014,10,12,4,36,0,12,"ADV.ARUN BALAPURE","M","IND",635,64,"GEN",199077,290053,"DHAMAMGAON RAILWAY","GEN","AMRAVATI","VIDARBHA",19,68.63,0.32,"yes",20,0.01,3.57,"AEMH84690","IND"
"Maharashtra",2014,10,12,4,36,0,13,"VINAYAK TUKARAM DUDHE","M","BBM",615,58,"GEN",199077,290053,"DHAMAMGAON RAILWAY","GEN","AMRAVATI","VIDARBHA",19,68.63,0.31,"yes",38,0.02,3.57,"AEMH84691","BBMS"
"Maharashtra",2014,10,12,4,36,0,14,"SANJAY KRUSHNARAO MADAVI","M","GGP",577,43,"ST",199077,290053,"DHAMAMGAON RAILWAY","GEN","AMRAVATI","VIDARBHA",19,68.63,0.29,"yes",19,0.01,3.57,"AEMH84692","GGP"
"Maharashtra",2014,10,12,4,36,0,15,"None of the Above","","NOTA",558,,"",199077,290053,"DHAMAMGAON RAILWAY","GEN","AMRAVATI","VIDARBHA",19,68.63,0.28,"yes",185,0.09,3.57,"","NOTA"
"Maharashtra",2014,10,12,4,36,0,16,"BALKRISHNA NAMDEORAO JADHAO","M","APOI",373,65,"SC",199077,290053,"DHAMAMGAON RAILWAY","GEN","AMRAVATI","VIDARBHA",19,68.63,0.19,"yes",9,0,3.57,"AEMH84693","API"
"Maharashtra",2014,10,12,4,36,0,17,"VAIDYA RAMESH BAPURAO","M","RP(K)",364,45,"SC",199077,290053,"DHAMAMGAON RAILWAY","GEN","AMRAVATI","VIDARBHA",19,68.63,0.18,"yes",27,0.01,3.57,"AEMH84694","SPRP(K)"
"Maharashtra",2014,10,12,4,36,0,18,"VINOD PRABHAKARRAO SHINGNAPURE","M","BMUP",337,27,"SC",199077,290053,"DHAMAMGAON RAILWAY","GEN","AMRAVATI","VIDARBHA",19,68.63,0.17,"yes",94,0.05,3.57,"AEMH84695","BMUP"
"Maharashtra",2014,10,12,4,36,0,19,"PROF. UDDHAO R. PARWE","M","RPI",243,41,"SC",199077,290053,"DHAMAMGAON RAILWAY","GEN","AMRAVATI","VIDARBHA",19,68.63,0.12,"yes",94,0.05,3.57,"AEMH84696","RPI"
"Maharashtra",2014,10,12,4,36,0,20,"PUNDLIK DEVIDAS MOON","M","ARP",149,61,"SC",199077,290053,"DHAMAMGAON RAILWAY","GEN","AMRAVATI","VIDARBHA",19,68.63,0.07,"yes",0,0,3.57,"AEMH84697","ARP"
"Maharashtra",2014,10,12,4,37,0,1,"RAVI RANA","M","IND",46827,34,"GEN",179403,312684,"BADNERA","GEN","AMRAVATI","VIDARBHA",15,57.38,26.1,"no",7419,4.14,5.26,"AEMH84698","IND"
"Maharashtra",2014,10,12,4,37,0,2,"BAND SANJAY RAOSAHEB","M","SHS",39408,52,"GEN",179403,312684,"BADNERA","GEN","AMRAVATI","VIDARBHA",15,57.38,21.97,"no",5511,3.07,5.26,"AEMH84699","SHS"
"Maharashtra",2014,10,12,4,37,0,3,"SULBHA SANJAY KHODKE","F","INC",33897,51,"GEN",179403,312684,"BADNERA","GEN","AMRAVATI","VIDARBHA",15,57.38,18.89,"no",2442,1.36,5.26,"AEMH84700","INC"
"Maharashtra",2014,10,12,4,37,0,4,"BHARTIYA TUSHAR PANDITRAO","M","BJP",31455,46,"GEN",179403,312684,"BADNERA","GEN","AMRAVATI","VIDARBHA",15,57.38,17.53,"no",18792,10.47,5.26,"AEMH84701","BJP"
"Maharashtra",2014,10,12,4,37,0,5,"RAVI BHAURAOJI VAIDHYA","M","BSP",12663,38,"SC",179403,312684,"BADNERA","GEN","AMRAVATI","VIDARBHA",15,57.38,7.06,"yes",2877,1.6,5.26,"AEMH84702","BSP"
"Maharashtra",2014,10,12,4,37,0,6,"ADATIYA VINESH JAYANTIAL","M","IND",9786,34,"GEN",179403,312684,"BADNERA","GEN","AMRAVATI","VIDARBHA",15,57.38,5.45,"yes",8264,4.61,5.26,"AEMH84703","IND"
"Maharashtra",2014,10,12,4,37,0,7,"None of the Above","","NOTA",1522,,"",179403,312684,"BADNERA","GEN","AMRAVATI","VIDARBHA",15,57.38,0.85,"yes",823,0.46,5.26,"","NOTA"
"Maharashtra",2014,10,12,4,37,0,8,"ADV. VANITA JAYARAMJI SODAGRE","F","IND",699,50,"GEN",179403,312684,"BADNERA","GEN","AMRAVATI","VIDARBHA",15,57.38,0.39,"yes",90,0.05,5.26,"AEMH84704","IND"
"Maharashtra",2014,10,12,4,37,0,9,"MAHAJAN SANJAY DEORAO","M","IND",609,45,"SC",179403,312684,"BADNERA","GEN","AMRAVATI","VIDARBHA",15,57.38,0.34,"yes",98,0.05,5.26,"AEMH84705","IND"
"Maharashtra",2014,10,12,4,37,0,10,"LONARE TARACHAND TUKARAMJI","M","RP(K)",511,64,"SC",179403,312684,"BADNERA","GEN","AMRAVATI","VIDARBHA",15,57.38,0.28,"yes",7,0,5.26,"AEMH84706","SPRP(K)"
"Maharashtra",2014,10,12,4,37,0,11,"RUPRAO ONKAR MOHOD","M","ARP",504,46,"SC",179403,312684,"BADNERA","GEN","AMRAVATI","VIDARBHA",15,57.38,0.28,"yes",59,0.03,5.26,"AEMH84707","ARP"
"Maharashtra",2014,10,12,4,37,0,12,"RAHULBHAU LAXMANRAO MOHOD","M","IND",445,39,"SC",179403,312684,"BADNERA","GEN","AMRAVATI","VIDARBHA",15,57.38,0.25,"yes",92,0.05,5.26,"AEMH84708","IND"
"Maharashtra",2014,10,12,4,37,0,13,"ADV.SUDHIR HIRAMANJI TAYADE","M","IND",353,48,"SC",179403,312684,"BADNERA","GEN","AMRAVATI","VIDARBHA",15,57.38,0.2,"yes",28,0.02,5.26,"AEMH84709","IND"
"Maharashtra",2014,10,12,4,37,0,14,"SUKHADEO BABU MESHERAM","M","APOI",325,67,"SC",179403,312684,"BADNERA","GEN","AMRAVATI","VIDARBHA",15,57.38,0.18,"yes",78,0.04,5.26,"AEMH84710","API"
"Maharashtra",2014,10,12,4,37,0,15,"INGOLE SACHIN KESHAO","M","IND",247,34,"GEN",179403,312684,"BADNERA","GEN","AMRAVATI","VIDARBHA",15,57.38,0.14,"yes",95,0.05,5.26,"AEMH84711","IND"
"Maharashtra",2014,10,12,4,37,0,16,"DESHMUKH JAYDIP RAJENDRA","M","IND",152,47,"GEN",179403,312684,"BADNERA","GEN","AMRAVATI","VIDARBHA",15,57.38,0.08,"yes",0,0,5.26,"AEMH84712","IND"
"Maharashtra",2014,10,12,4,38,0,1,"DR. DESHMUKH SUNIL PANJABRAO","M","BJP",84033,56,"GEN",161297,286094,"AMRAVATI","GEN","AMRAVATI","VIDARBHA",20,56.38,52.1,"no",35072,21.74,2.7,"AEMH84713","BJP"
"Maharashtra",2014,10,12,4,38,0,2,"RAOSAHEB SHEKHAWAT","M","INC",48961,48,"GEN",161297,286094,"AMRAVATI","GEN","AMRAVATI","VIDARBHA",20,56.38,30.35,"no",37376,23.17,2.7,"AEMH84714","INC"
"Maharashtra",2014,10,12,4,38,0,3,"AKHTAR MIRZA NAIM BAIG","M","BSP",11585,57,"GEN",161297,286094,"AMRAVATI","GEN","AMRAVATI","VIDARBHA",20,56.38,7.18,"yes",3329,2.06,2.7,"AEMH84715","BSP"
"Maharashtra",2014,10,12,4,38,0,4,"BAJAD PRADEEP VISHNUPANT","M","SHS",8256,50,"GEN",161297,286094,"AMRAVATI","GEN","AMRAVATI","VIDARBHA",20,56.38,5.12,"yes",6012,3.73,2.7,"AEMH84716","SHS"
"Maharashtra",2014,10,12,4,38,0,5,"AASHRAFI MOHD. IMRAN MOHD. YAKUB","M","IUML",2244,32,"GEN",161297,286094,"AMRAVATI","GEN","AMRAVATI","VIDARBHA",20,56.38,1.39,"yes",1214,0.75,2.7,"AEMH84717","IUML"
"Maharashtra",2014,10,12,4,38,0,6,"KHARKAR GANESH BAPURAO","M","NCP",1030,59,"GEN",161297,286094,"AMRAVATI","GEN","AMRAVATI","VIDARBHA",20,56.38,0.64,"yes",3,0,2.7,"AEMH84718","NCP"
"Maharashtra",2014,10,12,4,38,0,7,"None of the Above","","NOTA",1027,,"",161297,286094,"AMRAVATI","GEN","AMRAVATI","VIDARBHA",20,56.38,0.64,"yes",139,0.09,2.7,"","NOTA"
"Maharashtra",2014,10,12,4,38,0,8,"BHUSHAN BAJIRAOJI BANSOD","M","RPI",888,46,"SC",161297,286094,"AMRAVATI","GEN","AMRAVATI","VIDARBHA",20,56.38,0.55,"yes",397,0.25,2.7,"AEMH84719","RPI"
"Maharashtra",2014,10,12,4,38,0,9,"RUPESH ABARAO PUND","M","IND",491,40,"GEN",161297,286094,"AMRAVATI","GEN","AMRAVATI","VIDARBHA",20,56.38,0.3,"yes",52,0.03,2.7,"AEMH84720","IND"
"Maharashtra",2014,10,12,4,38,0,10,"PRADHAN SHANKAR ATTMARAM","M","IND",439,69,"SC",161297,286094,"AMRAVATI","GEN","AMRAVATI","VIDARBHA",20,56.38,0.27,"yes",33,0.02,2.7,"AEMH84721","IND"
"Maharashtra",2014,10,12,4,38,0,11,"MADHAV JALBAJI KAREGAONKAR","M","IND",406,59,"GEN",161297,286094,"AMRAVATI","GEN","AMRAVATI","VIDARBHA",20,56.38,0.25,"yes",44,0.03,2.7,"AEMH84722","IND"
"Maharashtra",2014,10,12,4,38,0,12,"SHYAM KESHAORAO DAWARE","M","ARP",362,37,"SC",161297,286094,"AMRAVATI","GEN","AMRAVATI","VIDARBHA",20,56.38,0.22,"yes",114,0.07,2.7,"AEMH84723","ARP"
"Maharashtra",2014,10,12,4,38,0,13,"MOHD.SHAFEEQUE ALIAS SHAFEEQUE RAJA MOHD.YAQUB","M","BBM",248,38,"GEN",161297,286094,"AMRAVATI","GEN","AMRAVATI","VIDARBHA",20,56.38,0.15,"yes",3,0,2.7,"AEMH84724","BBMS"
"Maharashtra",2014,10,12,4,38,0,14,"UMASHANKAR JAGNATH SHUKLA","M","IND",245,79,"GEN",161297,286094,"AMRAVATI","GEN","AMRAVATI","VIDARBHA",20,56.38,0.15,"yes",30,0.02,2.7,"AEMH84725","IND"
"Maharashtra",2014,10,12,4,38,0,15,"GAJANAN A.MAKODE","M","APOI",215,37,"SC",161297,286094,"AMRAVATI","GEN","AMRAVATI","VIDARBHA",20,56.38,0.13,"yes",2,0,2.7,"AEMH84726","API"
"Maharashtra",2014,10,12,4,38,0,16,"RAZIQUE SHAH DILBAR SHAH","M","IND",213,26,"GEN",161297,286094,"AMRAVATI","GEN","AMRAVATI","VIDARBHA",20,56.38,0.13,"yes",32,0.02,2.7,"AEMH84727","IND"
"Maharashtra",2014,10,12,4,38,0,17,"SUMAN NARAYAN JIRAPURE","F","IND",181,37,"GEN",161297,286094,"AMRAVATI","GEN","AMRAVATI","VIDARBHA",20,56.38,0.11,"yes",26,0.02,2.7,"AEMH84728","IND"
"Maharashtra",2014,10,12,4,38,0,18,"RAVINDRA SHYAMRAO RANE","M","BMUP",155,40,"GEN",161297,286094,"AMRAVATI","GEN","AMRAVATI","VIDARBHA",20,56.38,0.1,"yes",39,0.02,2.7,"AEMH84729","BMUP"
"Maharashtra",2014,10,12,4,38,0,19,"KAORE DHANRAJ DAMDUJI","M","RP(K)",116,55,"SC",161297,286094,"AMRAVATI","GEN","AMRAVATI","VIDARBHA",20,56.38,0.07,"yes",5,0,2.7,"AEMH84730","SPRP(K)"
"Maharashtra",2014,10,12,4,38,0,20,"BAGADI PURUSHOTTAM","M","IND",111,61,"GEN",161297,286094,"AMRAVATI","GEN","AMRAVATI","VIDARBHA",20,56.38,0.07,"yes",20,0.01,2.7,"AEMH84731","IND"
"Maharashtra",2014,10,12,4,38,0,21,"RAJU RAMDHAN CHOUTHMAL","M","IND",91,38,"SC",161297,286094,"AMRAVATI","GEN","AMRAVATI","VIDARBHA",20,56.38,0.06,"yes",0,0,2.7,"AEMH84732","IND"
"Maharashtra",2014,10,12,4,39,0,1,"ADV. YASHOMATI THAKUR (SONAWANE)","F","INC",58808,40,"GEN",170306,270408,"TEOSA","GEN","AMRAVATI","VIDARBHA",18,62.98,34.53,"no",20441,12,5,"AEMH84733","INC"
"Maharashtra",2014,10,12,4,39,0,2,"NIVEDITA DIGHADE CHOUDHARI","F","BJP",38367,53,"GEN",170306,270408,"TEOSA","GEN","AMRAVATI","VIDARBHA",18,62.98,22.53,"no",9696,5.69,5,"AEMH84734","BJP"
"Maharashtra",2014,10,12,4,39,0,3,"DINESH VAIKUNTHRAO WANKHADE","M","SHS",28671,53,"GEN",170306,270408,"TEOSA","GEN","AMRAVATI","VIDARBHA",18,62.98,16.83,"no",17317,10.17,5,"AEMH84735","SHS"
"Maharashtra",2014,10,12,4,39,0,4,"SANJAY GUNWANTRAO LAWHALE","M","BSP",11354,44,"GEN",170306,270408,"TEOSA","GEN","AMRAVATI","VIDARBHA",18,62.98,6.67,"yes",1409,0.83,5,"AEMH84736","BSP"
"Maharashtra",2014,10,12,4,39,0,5,"DR. SANYOGITA SATYAJIT NAIK NIMBALKAR","F","IND",9945,39,"GEN",170306,270408,"TEOSA","GEN","AMRAVATI","VIDARBHA",18,62.98,5.84,"yes",3555,2.09,5,"AEMH84737","IND"
"Maharashtra",2014,10,12,4,39,0,6,"AKASH ANIL WARHADE","M","MNS",6390,40,"GEN",170306,270408,"TEOSA","GEN","AMRAVATI","VIDARBHA",18,62.98,3.75,"yes",2324,1.36,5,"AEMH84738","MNs"
"Maharashtra",2014,10,12,4,39,0,7,"PROF. SAHEBRAO RAMCHANDRA TATTE","M","NCP",4066,67,"GEN",170306,270408,"TEOSA","GEN","AMRAVATI","VIDARBHA",18,62.98,2.39,"yes",1134,0.67,5,"AEMH84739","NCP"
"Maharashtra",2014,10,12,4,39,0,8,"INDRAJIT BHIMRAO NITANWAR","M","RPI",2932,39,"SC",170306,270408,"TEOSA","GEN","AMRAVATI","VIDARBHA",18,62.98,1.72,"yes",233,0.14,5,"AEMH84740","RPI"
"Maharashtra",2014,10,12,4,39,0,9,"SHARAD NATTHUJI ALIAS BHAI MANGALE","M","CPI",2699,59,"GEN",170306,270408,"TEOSA","GEN","AMRAVATI","VIDARBHA",18,62.98,1.58,"yes",1441,0.85,5,"AEMH84741","CPI"
"Maharashtra",2014,10,12,4,39,0,10,"None of the Above","","NOTA",1258,,"",170306,270408,"TEOSA","GEN","AMRAVATI","VIDARBHA",18,62.98,0.74,"yes",105,0.06,5,"","NOTA"
"Maharashtra",2014,10,12,4,39,0,11,"M. AYYAJ M. HANIF","M","BBM",1153,54,"GEN",170306,270408,"TEOSA","GEN","AMRAVATI","VIDARBHA",18,62.98,0.68,"yes",254,0.15,5,"AEMH84742","BBMS"
"Maharashtra",2014,10,12,4,39,0,12,"RAMESH VITTHALRAO MATKAR","M","IND",899,60,"SC",170306,270408,"TEOSA","GEN","AMRAVATI","VIDARBHA",18,62.98,0.53,"yes",114,0.07,5,"AEMH84743","IND"
"Maharashtra",2014,10,12,4,39,0,13,"SUBHASHBHAU DEVIDASJI SHRIKHANDE","M","IND",785,58,"GEN",170306,270408,"TEOSA","GEN","AMRAVATI","VIDARBHA",18,62.98,0.46,"yes",27,0.02,5,"AEMH84744","IND"
"Maharashtra",2014,10,12,4,39,0,14,"RAJU BAKSHI JAMNEKAR","M","IND",758,41,"SC",170306,270408,"TEOSA","GEN","AMRAVATI","VIDARBHA",18,62.98,0.45,"yes",215,0.13,5,"AEMH84745","IND"
"Maharashtra",2014,10,12,4,39,0,15,"SAIYYAD MALANG SHAH RAJJABSHA","M","IND",543,37,"GEN",170306,270408,"TEOSA","GEN","AMRAVATI","VIDARBHA",18,62.98,0.32,"yes",66,0.04,5,"AEMH84746","IND"
"Maharashtra",2014,10,12,4,39,0,16,"SHELKE MADAN PARASHRAMJI","M","IND",477,45,"GEN",170306,270408,"TEOSA","GEN","AMRAVATI","VIDARBHA",18,62.98,0.28,"yes",10,0.01,5,"AEMH84747","IND"
"Maharashtra",2014,10,12,4,39,0,17,"ENG. GOHATRE SUBHASH SHESHRAO","M","BMUP",467,61,"GEN",170306,270408,"TEOSA","GEN","AMRAVATI","VIDARBHA",18,62.98,0.27,"yes",41,0.02,5,"AEMH84748","BMUP"
"Maharashtra",2014,10,12,4,39,0,18,"SHEKH ANIS SHEKH AAMAD","M","IND",426,29,"GEN",170306,270408,"TEOSA","GEN","AMRAVATI","VIDARBHA",18,62.98,0.25,"yes",118,0.07,5,"AEMH84749","IND"
"Maharashtra",2014,10,12,4,39,0,19,"TAYWADE BHUSHAN HARINARAYAN","M","IND",308,31,"GEN",170306,270408,"TEOSA","GEN","AMRAVATI","VIDARBHA",18,62.98,0.18,"yes",0,0,5,"AEMH84750","IND"
"Maharashtra",2014,10,12,4,40,0,1,"RAMESH GANPATRAO BUNDILE","M","BJP",64224,60,"SC",182734,281520,"DARYAPUR","SC","AMRAVATI","VIDARBHA",19,64.91,35.15,"no",19582,10.72,4.55,"AEMH84751","BJP"
"Maharashtra",2014,10,12,4,40,0,2,"BALWANT BASWANT WANKHADE","M","RPI",44642,47,"SC",182734,281520,"DARYAPUR","SC","AMRAVATI","VIDARBHA",19,64.91,24.43,"no",12386,6.78,4.55,"AEMH84752","RPI"
"Maharashtra",2014,10,12,4,40,0,3,"CAPTAIN ADSUL ABHIJIT ANANDRAO","M","SHS",32256,34,"SC",182734,281520,"DARYAPUR","SC","AMRAVATI","VIDARBHA",19,64.91,17.65,"no",17585,9.62,4.55,"AEMH84753","SHS"
"Maharashtra",2014,10,12,4,40,0,4,"DINESH GANESHDAS BOOB","M","NCP",14671,43,"SC",182734,281520,"DARYAPUR","SC","AMRAVATI","VIDARBHA",19,64.91,8.03,"yes",2216,1.21,4.55,"AEMH84754","NCP"
"Maharashtra",2014,10,12,4,40,0,5,"SIDDHARTH PANDURANG WANKHADE","M","INC",12455,45,"SC",182734,281520,"DARYAPUR","SC","AMRAVATI","VIDARBHA",19,64.91,6.82,"yes",7010,3.84,4.55,"AEMH84755","INC"
"Maharashtra",2014,10,12,4,40,0,6,"CHANDAN GOPALKRUSHNA RAMKRUSHNA","M","MNS",5445,41,"SC",182734,281520,"DARYAPUR","SC","AMRAVATI","VIDARBHA",19,64.91,2.98,"yes",3491,1.91,4.55,"AEMH84756","MNs"
"Maharashtra",2014,10,12,4,40,0,7,"UJWALA RAHUL ATHAWALE","F","BBM",1954,37,"SC",182734,281520,"DARYAPUR","SC","AMRAVATI","VIDARBHA",19,64.91,1.07,"yes",571,0.31,4.55,"AEMH84757","BBMS"
"Maharashtra",2014,10,12,4,40,0,8,"IEJAJ MOHMAD SHER MAHHAMAD","M","BSP",1383,44,"SC",182734,281520,"DARYAPUR","SC","AMRAVATI","VIDARBHA",19,64.91,0.76,"yes",100,0.05,4.55,"AEMH84758","BSP"
"Maharashtra",2014,10,12,4,40,0,9,"JAGDISH UDDHAVRAO WANKHADE","M","IND",1283,33,"SC",182734,281520,"DARYAPUR","SC","AMRAVATI","VIDARBHA",19,64.91,0.7,"yes",426,0.23,4.55,"AEMH84759","IND"
"Maharashtra",2014,10,12,4,40,0,10,"MANOHAR BALIRAM SONONE","M","IND",857,67,"SC",182734,281520,"DARYAPUR","SC","AMRAVATI","VIDARBHA",19,64.91,0.47,"yes",74,0.04,4.55,"AEMH84760","IND"
"Maharashtra",2014,10,12,4,40,0,11,"None of the Above","","NOTA",783,,"",182734,281520,"DARYAPUR","SC","AMRAVATI","VIDARBHA",19,64.91,0.43,"yes",316,0.17,4.55,"","NOTA"
"Maharashtra",2014,10,12,4,40,0,12,"PARVE NILESH SAHEBRAO","M","BMUP",467,29,"SC",182734,281520,"DARYAPUR","SC","AMRAVATI","VIDARBHA",19,64.91,0.26,"yes",50,0.03,4.55,"AEMH84761","BMUP"
"Maharashtra",2014,10,12,4,40,0,13,"WANKHADE RAJENDRA SHANKARRAO","M","RPSN",417,34,"SC",182734,281520,"DARYAPUR","SC","AMRAVATI","VIDARBHA",19,64.91,0.23,"yes",45,0.02,4.55,"AEMH84762","rpsn"
"Maharashtra",2014,10,12,4,40,0,14,"ATHAWALE SANJAY HIRAMANJI","M","IND",372,51,"SC",182734,281520,"DARYAPUR","SC","AMRAVATI","VIDARBHA",19,64.91,0.2,"yes",27,0.01,4.55,"AEMH84763","IND"
"Maharashtra",2014,10,12,4,40,0,15,"KASHINATH SHRAWAN BANSOD","M","IND",345,60,"SC",182734,281520,"DARYAPUR","SC","AMRAVATI","VIDARBHA",19,64.91,0.19,"yes",59,0.03,4.55,"AEMH84764","IND"
"Maharashtra",2014,10,12,4,40,0,16,"SANJAY VYANKATRAO CHAKRANARAYAN","M","APOI",286,50,"SC",182734,281520,"DARYAPUR","SC","AMRAVATI","VIDARBHA",19,64.91,0.16,"yes",20,0.01,4.55,"AEMH84765","API"
"Maharashtra",2014,10,12,4,40,0,17,"KURHADE VISHNU KISAN","M","IND",266,59,"SC",182734,281520,"DARYAPUR","SC","AMRAVATI","VIDARBHA",19,64.91,0.15,"yes",47,0.03,4.55,"AEMH84766","IND"
"Maharashtra",2014,10,12,4,40,0,18,"SATISH RAMESHRAO WAKPANJAR","M","IND",219,40,"SC",182734,281520,"DARYAPUR","SC","AMRAVATI","VIDARBHA",19,64.91,0.12,"yes",6,0,4.55,"AEMH84767","IND"
"Maharashtra",2014,10,12,4,40,0,19,"VIJAY YASHVANT VILHEKAR","M","IND",213,56,"SC",182734,281520,"DARYAPUR","SC","AMRAVATI","VIDARBHA",19,64.91,0.12,"yes",17,0.01,4.55,"AEMH84768","IND"
"Maharashtra",2014,10,12,4,40,0,20,"KOKUBHAU ALIAS DADARAO DASHRATH KOKATE","M","IND",196,40,"SC",182734,281520,"DARYAPUR","SC","AMRAVATI","VIDARBHA",19,64.91,0.11,"yes",0,0,4.55,"AEMH84769","IND"
"Maharashtra",2014,10,12,4,41,0,1,"BHILAWEKAR PRABHDAS BABULAL","M","BJP",57002,38,"ST",175700,257479,"MELGHAT","ST","AMRAVATI","VIDARBHA",6,68.24,32.44,"no",1979,1.13,3.45,"AEMH84770","BJP"
"Maharashtra",2014,10,12,4,41,0,2,"RAJKUMAR DAYARAM PATEL","M","NCP",55023,52,"ST",175700,257479,"MELGHAT","ST","AMRAVATI","VIDARBHA",6,68.24,31.32,"no",6494,3.7,3.45,"AEMH84771","NCP"
"Maharashtra",2014,10,12,4,41,0,3,"KEVALRAM TULSIRAM KALE","M","INC",48529,51,"ST",175700,257479,"MELGHAT","ST","AMRAVATI","VIDARBHA",6,68.24,27.62,"no",43925,25,3.45,"AEMH84772","INC"
"Maharashtra",2014,10,12,4,41,0,4,"KISAN JAYARAM JAMKAR","M","BSP",4604,56,"ST",175700,257479,"MELGHAT","ST","AMRAVATI","VIDARBHA",6,68.24,2.62,"yes",270,0.15,3.45,"AEMH84773","BSP"
"Maharashtra",2014,10,12,4,41,0,5,"MOTILAL BHAIYYALAL KASDEKAR","M","SHS",4334,58,"ST",175700,257479,"MELGHAT","ST","AMRAVATI","VIDARBHA",6,68.24,2.47,"yes",767,0.44,3.45,"AEMH84774","SHS"
"Maharashtra",2014,10,12,4,41,0,6,"None of the Above","","NOTA",3567,,"",175700,257479,"MELGHAT","ST","AMRAVATI","VIDARBHA",6,68.24,2.03,"yes",926,0.53,3.45,"","NOTA"
"Maharashtra",2014,10,12,4,41,0,7,"VASUDEO SANTU DHIKAR","M","APOI",2641,36,"ST",175700,257479,"MELGHAT","ST","AMRAVATI","VIDARBHA",6,68.24,1.5,"yes",0,0,3.45,"AEMH84775","API"
"Maharashtra",2014,10,12,4,42,0,1,"BACCHU ALIAS OMPRAKASH BABARAO KADU","M","IND",59234,44,"GEN",179366,253318,"ACHALPUR","GEN","AMRAVATI","VIDARBHA",19,70.81,33.02,"no",10170,5.67,4.76,"AEMH84776","IND"
"Maharashtra",2014,10,12,4,42,0,2,"ASHOK SHRIDHARPANT BANSOD","M","BJP",49064,61,"GEN",179366,253318,"ACHALPUR","GEN","AMRAVATI","VIDARBHA",19,70.81,27.35,"no",22574,12.59,4.76,"AEMH84777","BJP"
